date,window,product,regime,signal,level_z,entry_price,exit_price,exit_reason,bars_held,stop_dist,atr14,be_triggered,pnl_gross,pnl_net
2025-03-11,test,CL,Easing-Backwardation,BUY,-1.034,0.335,0.1584,stop_loss,6,0.1765,0.0706,FALSE,-0.1765,-0.2165
2025-03-12,test,CL,Easing-Backwardation,BUY,-1.145,0.2959,0.3737,trailing_stop,20,0.1713,0.0685,TRUE,0.0778,0.0378
2025-03-13,test,CL,Easing-Backwardation,BUY,-1.161,0.2909,0.3752,trailing_stop,19,0.1698,0.0679,TRUE,0.0842,0.0442
2025-03-14,test,CL,Easing-Backwardation,BUY,-1.184,0.2836,0.3814,trailing_stop,18,0.1635,0.0654,TRUE,0.0979,0.0579
2025-03-15,test,CL,Easing-Backwardation,BUY,-1.197,0.2775,0.1383,stop_loss,2,0.1392,0.0557,FALSE,-0.1392,-0.1792
2025-03-17,test,CL,Easing-Backwardation,BUY,-1.404,0.2015,0.3956,trailing_stop,16,0.1493,0.0597,TRUE,0.1941,0.1541
2025-03-18,test,CL,Easing-Backwardation,BUY,-1.619,0.1254,0.3866,trailing_stop,15,0.1584,0.0634,TRUE,0.2612,0.2212
2025-03-19,test,CL,Easing-Backwardation,BUY,-1.363,0.2168,0.3878,trailing_stop,14,0.1572,0.0629,TRUE,0.171,0.131
2025-03-20,test,CL,Easing-Backwardation,BUY,-1.233,0.2626,0.4188,trailing_stop,13,0.1262,0.0505,TRUE,0.1562,0.1162
2025-04-04,test,CL,Easing-Backwardation,BUY,-1.003,0.3347,0.8711,trailing_stop,13,0.1218,0.0487,TRUE,0.5364,0.4964
2025-04-07,test,CL,Easing-Backwardation,BUY,-1.193,0.2635,0.4981,trailing_stop,6,0.1089,0.0436,TRUE,0.2346,0.1946
2025-04-18,test,CL,Backwardation-Deficit,SELL,1.009,0.9929,0.4658,time_exit,21,0.2576,0.103,TRUE,0.5271,0.4871
2025-05-17,test,CL,Deep-Contango,BUY,-2.073,-0.06,1.2411,trailing_stop,13,0.2089,0.0836,TRUE,1.3011,1.2611
2025-05-30,test,CL,Backwardation-Deficit,SELL,2,1.0237,1.3794,stop_loss,1,0.3557,0.1423,FALSE,-0.3557,-0.3957
2025-05-31,test,CL,Deep-Backwardation,SELL,3.628,1.45,1.3234,trailing_stop,11,0.4304,0.1722,TRUE,0.1266,0.0866
2025-06-02,test,CL,Backwardation-Deficit,SELL,1.913,0.9848,1.4843,stop_loss,11,0.4995,0.1998,FALSE,-0.4995,-0.5395
2025-06-03,test,CL,Backwardation-Deficit,SELL,1.659,0.915,1.3177,stop_loss,9,0.4027,0.1611,FALSE,-0.4027,-0.4427
2025-06-04,test,CL,Backwardation-Deficit,SELL,1.761,0.9397,1.2345,stop_loss,7,0.2948,0.1179,FALSE,-0.2948,-0.3348
2025-06-05,test,CL,Backwardation-Deficit,SELL,1.643,0.9071,1.1994,stop_loss,6,0.2923,0.1169,FALSE,-0.2923,-0.3323
2025-06-06,test,CL,Backwardation-Deficit,SELL,1.865,0.9624,1.2609,stop_loss,5,0.2985,0.1194,FALSE,-0.2985,-0.3385
2025-06-07,test,CL,Backwardation-Deficit,SELL,1.611,0.893,1.2004,stop_loss,4,0.3074,0.123,FALSE,-0.3074,-0.3474
2025-06-08,test,CL,Backwardation-Deficit,SELL,1.627,0.893,1.1937,stop_loss,3,0.3007,0.1203,FALSE,-0.3007,-0.3407
2025-06-09,test,CL,Backwardation-Deficit,SELL,2.37,1.0837,1.4182,stop_loss,4,0.3345,0.1338,FALSE,-0.3345,-0.3745
